6.023366204008238078e-01,-7.121383714154366773e-01,-3.019437426273567926e-01,4.880131255505801291e-02,-3.653772107690892237e-03
3.383510913602383319e-02,1.370752604731168001e-02,6.331053352136384316e-02,-1.101161826494867629e-01,9.097628261712371878e-02
7.146888304272683290e-02,-8.834244297460380757e-04,2.287067958565662529e-02,6.574611825570564339e-03,-1.665313160307631546e-01
3.981718400838871186e-02,-6.154472412679634630e-02,-3.110248290168138308e-02,3.435639633092987810e-02,-5.657982488418925038e-02
2.543806645206149741e-01,3.372559315410237346e-01,-2.401923848286434959e-01,-3.363155101745701758e-01,-8.455800541267398385e-03
2.635717001502594151e-02,-3.761696465853564195e-04,2.055139512011902245e-02,8.343389503184917011e-03,9.831007393834192976e-02
5.698245676246553870e-01,1.532235719357102621e-01,7.773654220846589746e-01,-3.603194684104177314e-02,-1.110221459412091827e-01
-8.524540764754643882e-03,-2.621589610501243867e-02,-2.463442246174251272e-03,-2.062355355577051921e-02,2.527813761981290153e-02
7.650348693079871143e-02,5.755434365408772235e-02,-4.527781279345612087e-02,-5.771451227268570988e-02,2.763827011584966131e-01
3.059801672096585934e-01,4.121020953036741985e-01,-2.546867247549136071e-01,7.917534234720841058e-01,-7.592173305050571586e-02
3.773354934162384956e-04,-9.371179235403903282e-04,-9.610119697938644678e-03,-2.173965033689555237e-02,-2.748918085415471765e-02
9.571653225092158213e-02,8.713335892788057202e-02,-2.219527997539012115e-02,-2.342904369125158037e-01,-9.311603863462547884e-04
6.988981134148882987e-03,-1.708612273199800954e-02,-2.857270784206068434e-03,7.117996945412012263e-03,-1.734693297838880120e-03
2.318653071085425843e-01,1.810133914667392541e-01,-6.447545689629656518e-02,-1.203511188407729027e-01,6.913926474377928288e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.465190328815661892e-32,-0.000000000000000000e+00,1.323488980084844280e-23
3.843745197352886611e-03,2.949273965393275562e-02,-3.473457229142924013e-02,-2.955371621694208653e-02,-1.420532853048083952e-02
1.127889943480837043e-01,2.038653489236313676e-01,-1.915803565464559433e-01,-1.156340479797033222e-01,2.982746180818122150e-01
6.511869226140472311e-02,-1.257193769041665132e-01,-4.880451809736274099e-02,-2.256028312442581035e-02,1.411589916568190828e-01
2.320484669513324383e-01,2.786783014446178042e-01,-3.566016792690049342e-01,-3.797135867311484669e-01,-5.105416393142562237e-01
-3.899290751818046321e-03,-2.131265917585076740e-03,3.920693062770613736e-04,-1.996097798750280303e-02,1.761286711706247163e-02
7.528785608384022665e-02,-3.550110130786607310e-02,4.192481197260822245e-02,-9.507993868951200578e-02,-8.296254598013957926e-02
-1.484254173905410687e-02,-4.670725754961062987e-03,5.819226442226284497e-03,-2.981797638639079734e-02,-1.409765506123729015e-02
0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
